Date,Close
2015-09-30,3.65448016094442
2015-10-30,3.6888572818290157
2015-11-30,3.677451869597821
2015-12-30,3.6454578087033545
2016-01-29,3.5886044054914565
2016-02-29,3.667897357856206
2016-03-31,3.8236644776887676
2016-04-29,3.8680983601059244
2016-05-31,3.7364047026904297
2016-06-30,3.8086357060328506
2016-07-29,3.9044585477724016
2016-08-31,3.8885125583194675
2016-09-30,3.8831949354579987
2016-10-31,3.980369317666681
2016-11-30,3.904697009433459
2016-12-29,3.8740413772212356
2017-01-31,3.946346147504248
2017-02-24,3.9601107322351803
2017-03-31,3.920446905338089
2017-04-28,3.9243364118407076
2017-05-31,3.8774255488389873
2017-06-30,3.885467771510564
2017-07-31,3.9320774137507524
2017-08-31,3.993277402906969
2017-09-29,4.02092987615978
2017-10-31,4.001683193132938
2017-11-30,3.9594594513467873
2017-12-28,4.018701638515969
2018-01-31,4.108941759548843
2018-02-28,4.084300390712554
2018-03-29,4.069086217205399
2018-04-30,4.067719229468803
2018-05-30,3.9431270779037177
2018-06-29,3.90666193437497
2018-07-31,4.006535258619115
2018-08-31,3.961339137925794
2018-09-28,3.9975894289057585
2018-10-31,4.087015742782014
2018-11-30,4.08652343741437
2018-12-28,4.052577312913818
2019-01-31,4.15006360876062
2019-02-28,4.10485657637706
2019-03-29,4.094175648233197
2019-04-30,4.097047282079501
2019-05-31,4.096202833317193
2019-06-28,4.128716944687212
2019-07-31,4.1232196857334085
2019-08-30,4.106863087065378
2019-09-30,4.136629284520797
2019-10-31,4.1478422295837944
2019-11-29,4.145259973306313
2019-12-30,4.202066166190414
2020-01-31,4.165208036599456
2020-02-28,4.069658083822846
2020-03-31,3.726094341065222
2020-04-30,3.899466955177787
2020-05-29,3.9901223450698655
2020-06-30,4.065079580966085
2020-07-31,4.126033448269719
2020-08-31,4.067705272233457
2020-09-30,4.015579268255337
2020-10-30,4.015211605013217
2020-11-30,4.165182688006446
2020-12-30,4.223667142824789
2021-01-29,4.158840817955927
2021-02-26,4.105853826645366
2021-03-31,4.16601202627778
2021-04-30,4.170697674198233
2021-05-31,4.218870390441763
2021-06-30,4.203774408267794
2021-07-30,4.152031106247337
2021-08-31,4.127270988980146
2021-09-30,4.061420017916659
2021-10-29,4.004395272802077
2021-11-30,4.006970593702779
2021-12-30,4.045068729358979
2022-01-31,4.111356416164261
2022-02-25,4.106322830317978
2022-03-31,4.157822256340893
2022-04-29,4.034985038781767
2022-05-31,4.081143277749681
2022-06-30,3.95576922048065
2022-07-29,4.025629993299922
2022-08-31,4.084771945130717
2022-09-30,4.078086009522501
2022-10-31,4.126112050913756
2022-11-30,4.08126709807888
2022-12-29,4.0566691505888315
2023-01-31,4.093338099124386
2023-02-28,4.009027343235172
2023-03-31,3.992838531944704
2023-04-28,4.028021640871604
2023-05-31,4.064120356504261
2023-06-30,4.143222764714977
2023-07-31,4.1548074667666
2023-08-31,4.087320383267104
2023-09-29,4.097383002875612
2023-10-31,4.065104302634241
2023-11-30,4.187422337013287
2023-12-28,4.215866672811092
