Date,Close
2006-01-31,3.917125815631911
2006-02-24,3.881831612114482
2006-03-31,3.8426654940271767
2006-04-28,3.892926075120709
2006-05-31,3.77001383973517
2006-06-30,3.779638148782907
2006-07-31,3.7887716728987195
2006-08-31,3.7590134165875035
2006-09-29,3.7644722729842393
2006-10-31,3.8345647810609433
2006-11-30,3.8808496597582973
2006-12-28,3.9159228334762073
2007-01-31,3.8947019711504822
2007-02-28,3.863019510078047
2007-03-30,3.8985195288588503
2007-04-30,3.948886131736346
2007-05-31,3.990440777937299
2007-06-29,4.00314199507919
2007-07-31,3.9754736291181407
2007-08-31,3.9697451821113416
2007-09-28,4.058150582156156
2007-10-31,4.103957909559474
2007-11-30,4.034791001341319
2007-12-28,4.037287373809231
2008-01-31,3.9520828206437404
2008-02-29,4.0211585100019125
2008-03-31,3.9637932719578206
2008-04-30,4.069468474347233
2008-05-30,4.109650744972528
2008-06-30,3.971468613282666
2008-07-31,3.889856706389441
2008-08-29,3.838880977264708
2008-09-30,3.7387104904562687
2008-10-31,3.4829397464170304
2008-11-28,3.5355986207817294
2008-12-30,3.594285473328612
2009-01-30,3.6531673809430547
2009-02-27,3.6250459065514296
2009-03-31,3.7041291045048323
2009-04-30,3.8400132839799603
2009-05-29,3.9262021414179307
2009-06-30,3.856568689932426
2009-07-31,3.9089940894346604
2009-08-31,3.9192473732961988
2009-09-30,3.987067868064308
2009-10-30,3.9594426172510975
2009-11-30,4.030430432712368
2009-12-30,4.025276414400352
2010-01-29,3.958161377914637
2010-02-26,3.972323872613895
2010-03-31,4.019818106513949
2010-04-30,3.9600428394150953
2010-05-31,3.889396663611212
2010-06-30,3.865093128314464
2010-07-30,3.975893506043649
2010-08-31,3.920803082774027
2010-09-30,3.983667301182562
2010-10-29,3.985426919484441
2010-11-30,3.930780633156111
2010-12-30,3.955873066790394
2011-01-31,3.9088598903944547
2011-02-28,3.9248360624581933
2011-03-31,3.9397408261137317
2011-04-29,3.897360066485076
2011-05-31,3.878121883618551
2011-06-30,3.8480299389627355
2011-07-29,3.7972354837971523
2011-08-31,3.7720052380264253
2011-09-30,3.709875823399785
2011-10-31,3.841516786140221
2011-11-30,3.8039060644418763
2011-12-29,3.8047205214833797
2012-01-31,3.912158532631035
2012-02-29,3.934010909297422
2012-03-30,3.8974901212521402
2012-04-30,3.8511071181613197
2012-05-31,3.7303612555439143
2012-06-29,3.754882834936451
2012-07-31,3.797160992274544
2012-08-31,3.813569333804897
2012-09-28,3.847648570179323
2012-10-31,3.803570662797971
2012-11-30,3.8154167340239624
2012-12-28,3.874188848444593
2013-01-31,3.8425049535989633
2013-02-28,3.802125476325731
2013-03-28,3.7905094381247606
2013-04-30,3.7889934832667533
2013-05-31,3.7495560571173474
2013-06-28,3.641234450928307
2013-07-31,3.68784910185566
2013-08-30,3.7340058072849045
2013-09-30,3.7790498764981146
2013-10-31,3.808003118060472
2013-11-29,3.766112275651909
2013-12-30,3.7514233166054805
2014-01-31,3.6787947752659464
2014-02-28,3.6861749309349925
2014-03-31,3.7650485262730644
2014-04-30,3.7808917049333317
2014-05-30,3.7674308999138537
2014-06-30,3.8043786250710694
2014-07-31,3.8456334541423107
2014-08-29,3.925957226040353
2014-09-30,3.7765296686571492
2014-10-31,3.8008100613419185
2014-11-28,3.8036441764493425
2014-12-30,3.713277482178011
2015-01-30,3.6677217367807593
2015-02-27,3.7831255381513085
2015-03-31,3.764172927602025
2015-04-30,3.858655704477096
2015-05-29,3.7756002490292184
2015-06-30,3.7877413907513446
2015-07-31,3.7450275429213633
2015-08-31,3.6669233740795786
