Date,Close
28/12/2012,60952.08 
31/01/2013,59761.49 
28/02/2013,57424.29 
28/03/2013,56352.09 
30/04/2013,55910.37 
31/05/2013,53506.08 
28/06/2013,47457.13 
31/07/2013,48234.49 
30/08/2013,50011.75 
30/09/2013,52338.19 
31/10/2013,54256.20 
29/11/2013,52482.49 
30/12/2013,51507.16 
31/01/2014,47638.99 
28/02/2014,47094.40 
31/03/2014,50414.92 
30/04/2014,51626.69 
30/05/2014,51239.34 
30/06/2014,53168.22 
31/07/2014,55829.41 
29/08/2014,61288.15 
30/09/2014,54115.98 
31/10/2014,54628.60 
28/11/2014,54724.00 
30/12/2014,50007.41 
30/01/2015,46907.68 
27/02/2015,51583.09 
31/03/2015,51150.16 
30/04/2015,56229.38 
29/05/2015,52760.47 
30/06/2015,53080.88 
31/07/2015,50864.77 
31/08/2015,46625.52 
30/09/2015,45059.34 
30/10/2015,45868.81 
30/11/2015,45120.36 
30/12/2015,43349.96 
29/01/2016,40405.99 
29/02/2016,42793.86 
31/03/2016,50055.27 
29/04/2016,53910.50 
31/05/2016,48471.70 
30/06/2016,51526.92 
29/07/2016,57308.20 
31/08/2016,57901.10 
30/09/2016,58367.04 
31/10/2016,64924.51 
30/11/2016,61906.35 
29/12/2016,60227.28 
31/01/2017,64670.78 
24/02/2017,66662.10 
31/03/2017,64984.06 
28/04/2017,65403.24 
31/05/2017,62711.47 
30/06/2017,62899.97 
31/07/2017,65920.36 
31/08/2017,70835.05 
29/09/2017,74293.50 
31/10/2017,74308.49 
30/11/2017,71970.99 
28/12/2017,76402.08 
31/01/2018,84912.70 
28/02/2018,85353.60 
29/03/2018,85365.56 
30/04/2018,86115.50 
30/05/2018,76753.61 
29/06/2018,72762.52 
31/07/2018,79220.44 
31/08/2018,76677.53 
28/09/2018,79342.43 
31/10/2018,87423.55 
30/11/2018,89504.03 
28/12/2018,87887.27 
31/01/2019,97393.75 
28/02/2019,95584.35 
29/03/2019,95414.56 
30/04/2019,96353.33 
31/05/2019,97030.32 
28/06/2019,100967.20 
31/07/2019,101812.13 
30/08/2019,101134.61 
30/09/2019,104745.32 
31/10/2019,107219.83 
29/11/2019,108233.28 
30/12/2019,115645.34 
31/01/2020,113760.57 
28/02/2020,104171.57 
31/03/2020,73019.76 
30/04/2020,80505.89 
29/05/2020,87402.59 
30/06/2020,95055.82 
31/07/2020,102912.24 
31/08/2020,99369.15 
30/09/2020,94603.38 
30/10/2020,93952.40 
30/11/2020,108893.32 
30/12/2020,119017.24 
29/01/2021,115067.55 
26/02/2021,110035.17 
31/03/2021,116633.72 
30/04/2021,118893.84 
31/05/2021,126215.73 
30/06/2021,126801.66 
30/07/2021,121800.79 
31/08/2021,118781.03 
30/09/2021,110979.10 
29/10/2021,103500.71 
30/11/2021,101915.45 
30/12/2021,104822.44 
31/01/2022,112143.51 
25/02/2022,113141.94 
31/03/2022,119999.23 
29/04/2022,107876.16 
31/05/2022,111350.51 
30/06/2022,98541.95 
29/07/2022,103164.69 
31/08/2022,109522.88 
30/09/2022,110036.79 
31/10/2022,116037.08 
30/11/2022,112486.01 
29/12/2022,109734.60 
31/01/2023,113430.54 
28/02/2023,104931.93 
31/03/2023,101882.20 
28/04/2023,104431.63 
31/05/2023,108335.07 
30/06/2023,118087.00 
31/07/2023,121942.98 
31/08/2023,115741.81 
29/09/2023,116565.17 
31/10/2023,113143.67 
30/11/2023,127331.12 
28/12/2023,134185.24 
