Date,Open,Low,High,Close,Qt
20/09/2005,30058.99,30058.99,30058.99,30058.99,30058.99
21/09/2005,30837.29,30837.29,30837.29,30837.29,30837.29
22/09/2005,30678.43,30678.43,30678.43,30678.43,30678.43
23/09/2005,31294.11,31294.11,31294.11,31294.11,31294.11
26/09/2005,31141.2,31141.2,31141.2,31141.2,31141.2
27/09/2005,30874.94,30874.94,30874.94,30874.94,30874.94
28/09/2005,31317.24,31317.24,31317.24,31317.24,31317.24
29/09/2005,31208.82,31208.82,31208.82,31208.82,31208.82
30/09/2005,31583.79,31583.79,31583.79,31583.79,31583.79
03/10/2005,31856.13,31856.13,31856.13,31856.13,31856.13
04/10/2005,31283.83,31283.83,31283.83,31283.83,31283.83
05/10/2005,30163.52,30163.52,30163.52,30163.52,30163.52
06/10/2005,29227.4,29227.4,29227.4,29227.4,29227.4
07/10/2005,29972.99,29972.99,29972.99,29972.99,29972.99
10/10/2005,30277.22,30277.22,30277.22,30277.22,30277.22
11/10/2005,30614.23,30614.23,30614.23,30614.23,30614.23
13/10/2005,29880.04,29880.04,29880.04,29880.04,29880.04
14/10/2005,29770.22,29770.22,29770.22,29770.22,29770.22
17/10/2005,30241.61,30241.61,30241.61,30241.61,30241.61
18/10/2005,29067.91,29067.91,29067.91,29067.91,29067.91
19/10/2005,29297.11,29297.11,29297.11,29297.11,29297.11
20/10/2005,28344.08,28344.08,28344.08,28344.08,28344.08
21/10/2005,29175.79,29175.79,29175.79,29175.79,29175.79
24/10/2005,29834.99,29834.99,29834.99,29834.99,29834.99
25/10/2005,29498.03,29498.03,29498.03,29498.03,29498.03
26/10/2005,29729.97,29729.97,29729.97,29729.97,29729.97
27/10/2005,29132.52,29132.52,29132.52,29132.52,29132.52
28/10/2005,29318.18,29318.18,29318.18,29318.18,29318.18
31/10/2005,30193.51,30193.51,30193.51,30193.51,30193.51
01/11/2005,30899.71,30899.71,30899.71,30899.71,30899.71
03/11/2005,31099.97,31099.97,31099.97,31099.97,31099.97
04/11/2005,30887.5,30887.5,30887.5,30887.5,30887.5
07/11/2005,30952.24,30952.24,30952.24,30952.24,30952.24
08/11/2005,30970.6,30970.6,30970.6,30970.6,30970.6
09/11/2005,30666.07,30666.07,30666.07,30666.07,30666.07
10/11/2005,30724.6,30724.6,30724.6,30724.6,30724.6
11/11/2005,30510.89,30510.89,30510.89,30510.89,30510.89
14/11/2005,30218.88,30218.88,30218.88,30218.88,30218.88
16/11/2005,30482.12,30482.12,30482.12,30482.12,30482.12
17/11/2005,31087,31087,31087,31087,31087
18/11/2005,31102.37,31102.37,31102.37,31102.37,31102.37
21/11/2005,31110.07,31110.07,31110.07,31110.07,31110.07
22/11/2005,31489.01,31489.01,31489.01,31489.01,31489.01
23/11/2005,31942.56,31942.56,31942.56,31942.56,31942.56
24/11/2005,31944.73,31944.73,31944.73,31944.73,31944.73
25/11/2005,31919.66,31919.66,31919.66,31919.66,31919.66
28/11/2005,31357.55,31357.55,31357.55,31357.55,31357.55
29/11/2005,31651.55,31651.55,31651.55,31651.55,31651.55
30/11/2005,31916.76,31916.76,31916.76,31916.76,31916.76
01/12/2005,32617.18,32617.18,32617.18,32617.18,32617.18
02/12/2005,32832.45,32832.45,32832.45,32832.45,32832.45
05/12/2005,32701.17,32701.17,32701.17,32701.17,32701.17
06/12/2005,33223.42,33223.42,33223.42,33223.42,33223.42
07/12/2005,32756.79,32756.79,32756.79,32756.79,32756.79
08/12/2005,32480.04,32480.04,32480.04,32480.04,32480.04
09/12/2005,32921.76,32921.76,32921.76,32921.76,32921.76
12/12/2005,32970.6,32970.6,32970.6,32970.6,32970.6
13/12/2005,33419.65,33419.65,33419.65,33419.65,33419.65
14/12/2005,33629.47,33629.47,33629.47,33629.47,33629.47
15/12/2005,33193.27,33193.27,33193.27,33193.27,33193.27
16/12/2005,33291.82,33291.82,33291.82,33291.82,33291.82
19/12/2005,33005.27,33005.27,33005.27,33005.27,33005.27
20/12/2005,33066.53,33066.53,33066.53,33066.53,33066.53
21/12/2005,33517.05,33517.05,33517.05,33517.05,33517.05
22/12/2005,33512.86,33512.86,33512.86,33512.86,33512.86
23/12/2005,33331.26,33331.26,33331.26,33331.26,33331.26
26/12/2005,33297.52,33297.52,33297.52,33297.52,33297.52
27/12/2005,33370.73,33370.73,33370.73,33370.73,33370.73
28/12/2005,33138.48,33138.48,33138.48,33138.48,33138.48
29/12/2005,33455.94,33455.94,33455.94,33455.94,33455.94
02/01/2006,33507.27,33507.27,33507.27,33507.27,33507.27
03/01/2006,34540.58,34540.58,34540.58,34540.58,34540.58
04/01/2006,35002.37,35002.37,35002.37,35002.37,35002.37
05/01/2006,34936.11,34936.11,34936.11,34936.11,34936.11
06/01/2006,35475.02,35475.02,35475.02,35475.02,35475.02
09/01/2006,35337.33,35337.33,35337.33,35337.33,35337.33
10/01/2006,35049.42,35049.42,35049.42,35049.42,35049.42
11/01/2006,35952.24,35952.24,35952.24,35952.24,35952.24
12/01/2006,35779.3,35779.3,35779.3,35779.3,35779.3
13/01/2006,35897.12,35897.12,35897.12,35897.12,35897.12
16/01/2006,36533.68,36533.68,36533.68,36533.68,36533.68
17/01/2006,36119.37,36119.37,36119.37,36119.37,36119.37
18/01/2006,35805.19,35805.19,35805.19,35805.19,35805.19
19/01/2006,36858.19,36858.19,36858.19,36858.19,36858.19
20/01/2006,36694.65,36694.65,36694.65,36694.65,36694.65
23/01/2006,36631.75,36631.75,36631.75,36631.75,36631.75
24/01/2006,37399.67,37399.67,37399.67,37399.67,37399.67
26/01/2006,38014.36,38014.36,38014.36,38014.36,38014.36
27/01/2006,37822.22,37822.22,37822.22,37822.22,37822.22
30/01/2006,38242.04,38242.04,38242.04,38242.04,38242.04
31/01/2006,38382.8,38382.8,38382.8,38382.8,38382.8
01/02/2006,38484.84,38484.84,38484.84,38484.84,38484.84
02/02/2006,37304.19,37304.19,37304.19,37304.19,37304.19
03/02/2006,37261.73,37261.73,37261.73,37261.73,37261.73
06/02/2006,37321.2,37321.2,37321.2,37321.2,37321.2
07/02/2006,36561.7,36561.7,36561.7,36561.7,36561.7
08/02/2006,36499.41,36499.41,36499.41,36499.41,36499.41
09/02/2006,36882.31,36882.31,36882.31,36882.31,36882.31
10/02/2006,36975.27,36975.27,36975.27,36975.27,36975.27
13/02/2006,36113.95,36113.95,36113.95,36113.95,36113.95
14/02/2006,36626.88,36626.88,36626.88,36626.88,36626.88
15/02/2006,37239.3,37239.3,37239.3,37239.3,37239.3
16/02/2006,38256.39,38256.39,38256.39,38256.39,38256.39
17/02/2006,38421.83,38421.83,38421.83,38421.83,38421.83
20/02/2006,38539.18,38539.18,38539.18,38539.18,38539.18
21/02/2006,38165.97,38165.97,38165.97,38165.97,38165.97
22/02/2006,38246.4,38246.4,38246.4,38246.4,38246.4
23/02/2006,38405.48,38405.48,38405.48,38405.48,38405.48
24/02/2006,38610.39,38610.39,38610.39,38610.39,38610.39
01/03/2006,39177.87,39177.87,39177.87,39177.87,39177.87
02/03/2006,39125.84,39125.84,39125.84,39125.84,39125.84
03/03/2006,39239.75,39239.75,39239.75,39239.75,39239.75
06/03/2006,38353.98,38353.98,38353.98,38353.98,38353.98
07/03/2006,37422.58,37422.58,37422.58,37422.58,37422.58
08/03/2006,37289.08,37289.08,37289.08,37289.08,37289.08
09/03/2006,36312.27,36312.27,36312.27,36312.27,36312.27
10/03/2006,36890.69,36890.69,36890.69,36890.69,36890.69
13/03/2006,36792.98,36792.98,36792.98,36792.98,36792.98
14/03/2006,37541.49,37541.49,37541.49,37541.49,37541.49
15/03/2006,38243.99,38243.99,38243.99,38243.99,38243.99
16/03/2006,38156.64,38156.64,38156.64,38156.64,38156.64
17/03/2006,38049.17,38049.17,38049.17,38049.17,38049.17
20/03/2006,38203.53,38203.53,38203.53,38203.53,38203.53
21/03/2006,37398.01,37398.01,37398.01,37398.01,37398.01
22/03/2006,37850.59,37850.59,37850.59,37850.59,37850.59
23/03/2006,37473.85,37473.85,37473.85,37473.85,37473.85
24/03/2006,37577.05,37577.05,37577.05,37577.05,37577.05
27/03/2006,37641.06,37641.06,37641.06,37641.06,37641.06
28/03/2006,36682.21,36682.21,36682.21,36682.21,36682.21
29/03/2006,37491.57,37491.57,37491.57,37491.57,37491.57
30/03/2006,37776.76,37776.76,37776.76,37776.76,37776.76
31/03/2006,37951.97,37951.97,37951.97,37951.97,37951.97
03/04/2006,38717.07,38717.07,38717.07,38717.07,38717.07
04/04/2006,38802.26,38802.26,38802.26,38802.26,38802.26
05/04/2006,39053.2,39053.2,39053.2,39053.2,39053.2
06/04/2006,39285.04,39285.04,39285.04,39285.04,39285.04
07/04/2006,38926.49,38926.49,38926.49,38926.49,38926.49
10/04/2006,38474.73,38474.73,38474.73,38474.73,38474.73
11/04/2006,37901.19,37901.19,37901.19,37901.19,37901.19
12/04/2006,38427.41,38427.41,38427.41,38427.41,38427.41
13/04/2006,38082.13,38082.13,38082.13,38082.13,38082.13
17/04/2006,38462.48,38462.48,38462.48,38462.48,38462.48
18/04/2006,39572.47,39572.47,39572.47,39572.47,39572.47
